epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
282,24642.4,0.53315,0.19557,0.00175,0.9602,0.9553,0.97652,0.8422,0.76295,0.32577,0.00336,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,24727.5,0.53027,0.19413,0.00173,0.95754,0.95667,0.97656,0.8422,0.76364,0.32543,0.00336,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,24815.3,0.52895,0.19491,0.00173,0.96803,0.94536,0.9765,0.84244,0.7628,0.32438,0.00336,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,24902.2,0.52971,0.19964,0.00173,0.96937,0.9418,0.97675,0.84316,0.76174,0.3248,0.00336,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,24986.9,0.52667,0.1937,0.00173,0.97115,0.94306,0.97683,0.84344,0.76055,0.32415,0.00335,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,25070.5,0.52706,0.19358,0.00171,0.97588,0.94208,0.97706,0.84419,0.75966,0.32369,0.00335,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,25158.3,0.52505,0.19375,0.00168,0.97413,0.94072,0.97715,0.84432,0.75907,0.32282,0.00335,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,25245.4,0.52593,0.19417,0.0017,0.97891,0.93645,0.97738,0.84449,0.7586,0.32282,0.00334,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,25330.1,0.52467,0.19206,0.00171,0.97806,0.93256,0.97726,0.84498,0.75781,0.32315,0.00334,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,25441.2,0.5204,0.19013,0.00169,0.96372,0.94702,0.97721,0.8452,0.75722,0.32327,0.00333,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,25530.4,0.51532,0.19161,0.00167,0.97088,0.93962,0.97731,0.8455,0.75687,0.3228,0.00333,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,25616.5,0.51912,0.19366,0.00169,0.97137,0.94196,0.97738,0.84544,0.75693,0.32371,0.00333,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,25702.1,0.5189,0.18982,0.00167,0.972,0.94277,0.97752,0.84581,0.75667,0.3239,0.00333,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,25788.2,0.51311,0.1886,0.00166,0.96959,0.94384,0.97741,0.84569,0.75659,0.32441,0.00333,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,25877.3,0.51446,0.18945,0.00166,0.96662,0.94576,0.97761,0.84624,0.75563,0.32361,0.00332,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,25964.3,0.51291,0.1899,0.00164,0.96538,0.94671,0.97749,0.84607,0.75505,0.32244,0.00332,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,26049.7,0.51193,0.18835,0.00165,0.95856,0.95469,0.97764,0.84626,0.75442,0.32174,0.00332,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,26135.3,0.51029,0.18629,0.00163,0.9571,0.9538,0.97781,0.84687,0.75389,0.32183,0.00332,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,26223.2,0.50813,0.18435,0.00163,0.96478,0.94616,0.97774,0.84684,0.75349,0.32147,0.00331,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
